web-scraper-order,web-scraper-start-url,pokemon_normaux,pokemon_normaux-href,id_pokemon,nom_pokemon,taille,poids,Points de vie de base,Attaque de base,Défense de base,Attaque spéciale de base,Défense spéciale de base,Vitesse de base,Type_pokemon1-src
"1530534983-1556","https://ivpokemon.fr/liste-pokemon","Cheniselle","https://ivpokemon.fr/infos-pokemon?id=413","#413","Cheniselle","0.5 m","6.5 kg","60","59","85","79","105","36","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535831-2059","https://ivpokemon.fr/liste-pokemon","Tentacruel","https://ivpokemon.fr/infos-pokemon?id=73","#73","Tentacruel","1.6 m","55 kg","80","70","65","80","120","100","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534537-1264","https://ivpokemon.fr/liste-pokemon","Escargaume","https://ivpokemon.fr/infos-pokemon?id=616","#616","Escargaume","0.4 m","7.7 kg","50","40","85","40","65","25","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534571-1283","https://ivpokemon.fr/liste-pokemon","Clic","https://ivpokemon.fr/infos-pokemon?id=600","#600","Clic","0.6 m","51 kg","60","80","95","70","85","50","https://ivpokemon.fr/ressources/images/types/9.png"
"1530534430-1181","https://ivpokemon.fr/liste-pokemon","Prismillon","https://ivpokemon.fr/infos-pokemon?id=666","#666","Prismillon","1.2 m","17 kg","80","52","50","90","50","89","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534428-1178","https://ivpokemon.fr/liste-pokemon","Hélionceau","https://ivpokemon.fr/infos-pokemon?id=667","#667","Hélionceau","0.6 m","13.5 kg","62","50","58","73","54","72","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535390-1796","https://ivpokemon.fr/liste-pokemon","Celebi","https://ivpokemon.fr/infos-pokemon?id=251","#251","Celebi","0.6 m","5 kg","100","100","100","100","100","100","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534883-1483","https://ivpokemon.fr/liste-pokemon","Blizzaroi","https://ivpokemon.fr/infos-pokemon?id=460","#460","Blizzaroi","2.2 m","135.5 kg","90","92","75","92","85","60","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534238-1038","https://ivpokemon.fr/liste-pokemon","Lampignon","https://ivpokemon.fr/infos-pokemon?id=756","#756","Lampignon","1 m","11.5 kg","60","45","80","90","100","30","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535159-1679","https://ivpokemon.fr/liste-pokemon","Libégon","https://ivpokemon.fr/infos-pokemon?id=330","#330","Libégon","2 m","82 kg","80","100","80","80","80","100","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534586-1295","https://ivpokemon.fr/liste-pokemon","Moyade","https://ivpokemon.fr/infos-pokemon?id=593","#593","Moyade","2.2 m","135 kg","100","60","70","85","105","60","https://ivpokemon.fr/ressources/images/types/8.png"
"1530535078-1622","https://ivpokemon.fr/liste-pokemon","Rosabyss","https://ivpokemon.fr/infos-pokemon?id=368","#368","Rosabyss","1.8 m","22.6 kg","55","84","105","114","75","52","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534439-1186","https://ivpokemon.fr/liste-pokemon","Braisillon","https://ivpokemon.fr/infos-pokemon?id=662","#662","Braisillon","0.7 m","16 kg","62","73","55","56","52","84","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534836-1450","https://ivpokemon.fr/liste-pokemon","Créfadet","https://ivpokemon.fr/infos-pokemon?id=482","#482","Créfadet","0.3 m","0.3 kg","75","125","70","125","70","115","https://ivpokemon.fr/ressources/images/types/14.png"
"1530535865-2080","https://ivpokemon.fr/liste-pokemon","Colossinge","https://ivpokemon.fr/infos-pokemon?id=57","#57","Colossinge","1 m","32 kg","65","105","60","60","70","95","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535044-1598","https://ivpokemon.fr/liste-pokemon","Rayquaza","https://ivpokemon.fr/infos-pokemon?id=384","#384","Rayquaza","7 m","206.5 kg","105","150","90","150","90","95","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534600-1308","https://ivpokemon.fr/liste-pokemon","Haydaim","https://ivpokemon.fr/infos-pokemon?id=586","#586","Haydaim","1.9 m","92.5 kg","80","100","70","60","70","95","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534672-1344","https://ivpokemon.fr/liste-pokemon","Baggiguane","https://ivpokemon.fr/infos-pokemon?id=559","#559","Baggiguane","0.6 m","11.8 kg","50","75","70","35","70","48","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534704-1368","https://ivpokemon.fr/liste-pokemon","Scobolide","https://ivpokemon.fr/infos-pokemon?id=544","#544","Scobolide","1.2 m","58.5 kg","40","55","99","40","79","47","https://ivpokemon.fr/ressources/images/types/7.png"
"1530534682-1352","https://ivpokemon.fr/liste-pokemon","Darumarond","https://ivpokemon.fr/infos-pokemon?id=554","#554","Darumarond","0.6 m","37.5 kg","70","90","45","15","45","50","https://ivpokemon.fr/ressources/images/types/10.png"
"1530535936-2085","https://ivpokemon.fr/liste-pokemon","Triopiqueur","https://ivpokemon.fr/infos-pokemon?id=51","#51","Triopiqueur","0.7 m","33.3 kg","35","80","50","50","70","120","https://ivpokemon.fr/ressources/images/types/5.png"
"1530534418-1172","https://ivpokemon.fr/liste-pokemon","Cabriolaine","https://ivpokemon.fr/infos-pokemon?id=672","#672","Cabriolaine","0.9 m","31 kg","66","65","48","62","57","52","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535208-1709","https://ivpokemon.fr/liste-pokemon","Méditikka","https://ivpokemon.fr/infos-pokemon?id=307","#307","Méditikka","0.6 m","11.2 kg","30","40","55","40","55","60","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535697-1969","https://ivpokemon.fr/liste-pokemon","Pyroli","https://ivpokemon.fr/infos-pokemon?id=136","#136","Pyroli","0.9 m","25 kg","65","130","60","95","110","65","https://ivpokemon.fr/ressources/images/types/10.png"
"1530534717-1379","https://ivpokemon.fr/liste-pokemon","Judokrak","https://ivpokemon.fr/infos-pokemon?id=538","#538","Judokrak","1.3 m","55.5 kg","120","100","85","30","85","45","https://ivpokemon.fr/ressources/images/types/2.png"
"1530534524-1256","https://ivpokemon.fr/liste-pokemon","Gringolem","https://ivpokemon.fr/infos-pokemon?id=622","#622","Gringolem","1 m","92 kg","59","74","50","35","50","35","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535326-1749","https://ivpokemon.fr/liste-pokemon","Kirlia","https://ivpokemon.fr/infos-pokemon?id=281","#281","Kirlia","0.8 m","20.2 kg","38","35","35","65","55","50","https://ivpokemon.fr/ressources/images/types/14.png"
"1530534944-1530","https://ivpokemon.fr/liste-pokemon","Chaglam","https://ivpokemon.fr/infos-pokemon?id=431","#431","Chaglam","0.5 m","3.9 kg","49","55","42","42","37","85","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535322-1746","https://ivpokemon.fr/liste-pokemon","Arakdo","https://ivpokemon.fr/infos-pokemon?id=283","#283","Arakdo","0.5 m","1.7 kg","40","30","32","50","52","65","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534577-1287","https://ivpokemon.fr/liste-pokemon","Grindur","https://ivpokemon.fr/infos-pokemon?id=597","#597","Grindur","0.6 m","18.8 kg","44","50","91","24","86","10","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534646-1326","https://ivpokemon.fr/liste-pokemon","Zoroark","https://ivpokemon.fr/infos-pokemon?id=571","#571","Zoroark","1.6 m","81.1 kg","60","105","60","120","60","105","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534302-1084","https://ivpokemon.fr/liste-pokemon","Matoufeu","https://ivpokemon.fr/infos-pokemon?id=726","#726","Matoufeu","0.7 m","25 kg","65","85","50","80","50","90","https://ivpokemon.fr/ressources/images/types/18.png"
"1530534567-1281","https://ivpokemon.fr/liste-pokemon","Anchwatt","https://ivpokemon.fr/infos-pokemon?id=602","#602","Anchwatt","0.2 m","0.3 kg","35","55","40","45","40","60","https://ivpokemon.fr/ressources/images/types/13.png"
"1530534219-1025","https://ivpokemon.fr/liste-pokemon","Guérilande","https://ivpokemon.fr/infos-pokemon?id=764","#764","Guérilande","0.1 m","0.3 kg","51","52","90","82","110","100","https://ivpokemon.fr/ressources/images/types/6.png"
"1530534776-1415","https://ivpokemon.fr/liste-pokemon","Léopardus","https://ivpokemon.fr/infos-pokemon?id=510","#510","Léopardus","1.1 m","37.5 kg","64","88","50","88","50","106","https://ivpokemon.fr/ressources/images/types/17.png"
"1530534213-1020","https://ivpokemon.fr/liste-pokemon","Sovkipou","https://ivpokemon.fr/infos-pokemon?id=767","#767","Sovkipou","0.5 m","12 kg","25","35","40","20","30","80","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535458-1845","https://ivpokemon.fr/liste-pokemon","Volcaropod","https://ivpokemon.fr/infos-pokemon?id=219","#219","Volcaropod","0.8 m","55 kg","50","50","120","80","80","30","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535279-1718","https://ivpokemon.fr/liste-pokemon","Mysdibule","https://ivpokemon.fr/infos-pokemon?id=303","#303","Mysdibule","0.6 m","11.5 kg","50","85","85","55","55","50","https://ivpokemon.fr/ressources/images/types/18.png"
"1530534655-1331","https://ivpokemon.fr/liste-pokemon","Aéroptéryx","https://ivpokemon.fr/infos-pokemon?id=567","#567","Aéroptéryx","1.4 m","32 kg","75","140","65","112","65","110","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535364-1780","https://ivpokemon.fr/liste-pokemon","Zigzaton","https://ivpokemon.fr/infos-pokemon?id=263","#263","Zigzaton","0.4 m","17.5 kg","38","30","41","30","41","60","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535840-2067","https://ivpokemon.fr/liste-pokemon","Chétiflor","https://ivpokemon.fr/infos-pokemon?id=69","#69","Chétiflor","0.7 m","4 kg","50","75","35","70","30","40","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535089-1629","https://ivpokemon.fr/liste-pokemon","Obalie","https://ivpokemon.fr/infos-pokemon?id=363","#363","Obalie","0.8 m","39.5 kg","70","40","50","55","50","25","https://ivpokemon.fr/ressources/images/types/15.png"
"1530534155-973","https://ivpokemon.fr/liste-pokemon","Mouscoto","https://ivpokemon.fr/infos-pokemon?id=794","#794","Mouscoto","2.4 m","333.6 kg","107","139","139","53","53","79","https://ivpokemon.fr/ressources/images/types/7.png"
"1530535074-1619","https://ivpokemon.fr/liste-pokemon","Lovdisc","https://ivpokemon.fr/infos-pokemon?id=370","#370","Lovdisc","0.6 m","8.7 kg","43","30","55","40","65","97","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535339-1762","https://ivpokemon.fr/liste-pokemon","Tengalice","https://ivpokemon.fr/infos-pokemon?id=275","#275","Tengalice","1.3 m","59.6 kg","90","100","60","90","60","80","https://ivpokemon.fr/ressources/images/types/17.png"
"1530535466-1850","https://ivpokemon.fr/liste-pokemon","Farfuret","https://ivpokemon.fr/infos-pokemon?id=215","#215","Farfuret","0.9 m","28 kg","55","95","55","35","75","115","https://ivpokemon.fr/ressources/images/types/15.png"
"1530534906-1501","https://ivpokemon.fr/liste-pokemon","Hippopotas","https://ivpokemon.fr/infos-pokemon?id=449","#449","Hippopotas","0.8 m","49.5 kg","68","72","78","38","42","32","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535214-1715","https://ivpokemon.fr/liste-pokemon","Galekid","https://ivpokemon.fr/infos-pokemon?id=304","#304","Galekid","0.4 m","60 kg","50","70","100","40","40","30","https://ivpokemon.fr/ressources/images/types/9.png"
"1530534464-1204","https://ivpokemon.fr/liste-pokemon","Marisson","https://ivpokemon.fr/infos-pokemon?id=650","#650","Marisson","0.4 m","9 kg","56","61","65","48","45","38","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534740-1395","https://ivpokemon.fr/liste-pokemon","Chovsourir","https://ivpokemon.fr/infos-pokemon?id=527","#527","Chovsourir","0.4 m","2.1 kg","55","45","43","55","43","72","https://ivpokemon.fr/ressources/images/types/3.png"
"1530535070-1617","https://ivpokemon.fr/liste-pokemon","Drackhaus","https://ivpokemon.fr/infos-pokemon?id=372","#372","Drackhaus","1.1 m","110.5 kg","65","95","100","60","50","50","https://ivpokemon.fr/ressources/images/types/16.png"
"1530534294-1079","https://ivpokemon.fr/liste-pokemon","Oratoria","https://ivpokemon.fr/infos-pokemon?id=730","#730","Oratoria","1.8 m","44 kg","80","74","74","126","116","60","https://ivpokemon.fr/ressources/images/types/6.png"
"1530535595-1897","https://ivpokemon.fr/liste-pokemon","Azumarill","https://ivpokemon.fr/infos-pokemon?id=184","#184","Azumarill","0.8 m","28.5 kg","100","50","80","60","80","50","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534415-1171","https://ivpokemon.fr/liste-pokemon","Chevroum","https://ivpokemon.fr/infos-pokemon?id=673","#673","Chevroum","1.7 m","91 kg","123","100","62","97","81","68","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534719-1381","https://ivpokemon.fr/liste-pokemon","Crapustule","https://ivpokemon.fr/infos-pokemon?id=537","#537","Crapustule","1.5 m","62 kg","105","95","75","85","75","74","https://ivpokemon.fr/ressources/images/types/5.png"
"1530535475-1858","https://ivpokemon.fr/liste-pokemon","Qwilfish","https://ivpokemon.fr/infos-pokemon?id=211","#211","Qwilfish","0.5 m","3.9 kg","65","95","75","55","55","85","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535320-1744","https://ivpokemon.fr/liste-pokemon","Maskadra","https://ivpokemon.fr/infos-pokemon?id=284","#284","Maskadra","0.8 m","3.6 kg","70","60","62","80","82","60","https://ivpokemon.fr/ressources/images/types/3.png"
"1530534229-1030","https://ivpokemon.fr/liste-pokemon","Chelours","https://ivpokemon.fr/infos-pokemon?id=760","#760","Chelours","2.1 m","135 kg","120","125","80","55","60","60","https://ivpokemon.fr/ressources/images/types/2.png"
"1530535746-1998","https://ivpokemon.fr/liste-pokemon","Leveinard","https://ivpokemon.fr/infos-pokemon?id=113","#113","Leveinard","1.1 m","34.6 kg","250","5","5","35","105","50","https://ivpokemon.fr/ressources/images/types/1.png"
"1530534721-1383","https://ivpokemon.fr/liste-pokemon","Batracné","https://ivpokemon.fr/infos-pokemon?id=536","#536","Batracné","0.8 m","17 kg","75","65","55","65","55","69","https://ivpokemon.fr/ressources/images/types/5.png"
"1530534885-1485","https://ivpokemon.fr/liste-pokemon","Blizzi","https://ivpokemon.fr/infos-pokemon?id=459","#459","Blizzi","1 m","50.5 kg","60","62","50","62","60","40","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535517-1887","https://ivpokemon.fr/liste-pokemon","Tournegrin","https://ivpokemon.fr/infos-pokemon?id=191","#191","Tournegrin","0.3 m","1.8 kg","30","30","30","30","30","30","https://ivpokemon.fr/ressources/images/types/12.png"
"1530535814-2044","https://ivpokemon.fr/liste-pokemon","Magnéti","https://ivpokemon.fr/infos-pokemon?id=81","#81","Magnéti","0.3 m","6 kg","25","35","70","95","55","45","https://ivpokemon.fr/ressources/images/types/13.png"
"1530534855-1463","https://ivpokemon.fr/liste-pokemon","Mammochon","https://ivpokemon.fr/infos-pokemon?id=473","#473","Mammochon","2.5 m","291 kg","110","130","80","70","60","80","https://ivpokemon.fr/ressources/images/types/15.png"
"1530535817-2046","https://ivpokemon.fr/liste-pokemon","Flagadoss","https://ivpokemon.fr/infos-pokemon?id=80","#80","Flagadoss","1.6 m","78.5 kg","95","75","110","100","80","30","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534209-1016","https://ivpokemon.fr/liste-pokemon","Bacabouh","https://ivpokemon.fr/infos-pokemon?id=769","#769","Bacabouh","0.5 m","70 kg","55","55","80","70","45","15","https://ivpokemon.fr/ressources/images/types/8.png"
"1530534912-1505","https://ivpokemon.fr/liste-pokemon","Goinfrex","https://ivpokemon.fr/infos-pokemon?id=446","#446","Goinfrex","0.6 m","105 kg","135","85","40","40","85","5","https://ivpokemon.fr/ressources/images/types/1.png"
"1530535187-1697","https://ivpokemon.fr/liste-pokemon","Avaltout","https://ivpokemon.fr/infos-pokemon?id=317","#317","Avaltout","1.7 m","80 kg","100","73","83","73","83","55","https://ivpokemon.fr/ressources/images/types/4.png"
"1530534701-1367","https://ivpokemon.fr/liste-pokemon","Butrapode","https://ivpokemon.fr/infos-pokemon?id=545","#545","Butrapode","2.5 m","200.5 kg","60","100","89","55","69","112","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535021-1582","https://ivpokemon.fr/liste-pokemon","Pingoléon","https://ivpokemon.fr/infos-pokemon?id=395","#395","Pingoléon","1.7 m","84.5 kg","84","86","88","111","101","60","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534313-1093","https://ivpokemon.fr/liste-pokemon","Volcanion","https://ivpokemon.fr/infos-pokemon?id=721","#721","Volcanion","1.7 m","195 kg","80","110","120","130","90","70","https://ivpokemon.fr/ressources/images/types/11.png"
"1530534462-1203","https://ivpokemon.fr/liste-pokemon","Boguérisse","https://ivpokemon.fr/infos-pokemon?id=651","#651","Boguérisse","0.7 m","29 kg","61","78","95","56","58","57","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534192-1004","https://ivpokemon.fr/liste-pokemon","Togedemaru","https://ivpokemon.fr/infos-pokemon?id=777","#777","Togedemaru","0.3 m","3.3 kg","65","98","63","40","73","96","https://ivpokemon.fr/ressources/images/types/13.png"
"1530534968-1545","https://ivpokemon.fr/liste-pokemon","Ceribou","https://ivpokemon.fr/infos-pokemon?id=420","#420","Ceribou","0.4 m","3.3 kg","45","35","45","62","53","35","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534661-1336","https://ivpokemon.fr/liste-pokemon","Carapagos","https://ivpokemon.fr/infos-pokemon?id=564","#564","Carapagos","0.7 m","16.5 kg","54","78","103","53","45","22","https://ivpokemon.fr/ressources/images/types/11.png"
"1530535838-2065","https://ivpokemon.fr/liste-pokemon","Boustiflor","https://ivpokemon.fr/infos-pokemon?id=70","#70","Boustiflor","1 m","6.4 kg","65","90","50","85","45","55","https://ivpokemon.fr/ressources/images/types/4.png"
"1530535584-1889","https://ivpokemon.fr/liste-pokemon","Cotovol","https://ivpokemon.fr/infos-pokemon?id=189","#189","Cotovol","0.8 m","3 kg","75","55","70","55","95","110","https://ivpokemon.fr/ressources/images/types/12.png"
"1530534177-992","https://ivpokemon.fr/liste-pokemon","Ékaïser","https://ivpokemon.fr/infos-pokemon?id=784","#784","Ékaïser","1.6 m","78.2 kg","75","110","125","100","105","85","https://ivpokemon.fr/ressources/images/types/2.png"
